Greek New Testament — Seed Data Processing Tracker,,,,,,,,,
#,Book,Book#,Chapter,Verses,Verse Range,Batch #,Status,Date Done,Notes
692,Romans,45,Chapter 11,8,9–16,Batch 41,✅ Complete,2026-03-04,Generated RomansChapter11_v9-16.cs
693,Romans,45,Chapter 11,8,17–24,Batch 42,✅ Complete,2026-03-04,Generated RomansChapter11_v17-24.cs
694,Romans,45,Chapter 11,8,25–32,Batch 43,✅ Complete,2026-03-04,Generated RomansChapter11_v25-32.cs
695,Romans,45,Chapter 11,4,33–36,Batch 44,✅ Complete,2026-03-04,Generated RomansChapter11_v33-36.cs
696,Romans,45,Chapter 12,8,1–8,Batch 45,✅ Complete,2026-03-04,Generated RomansChapter12_v1-8.cs
697,Romans,45,Chapter 12,8,9–16,Batch 46,✅ Complete,2026-03-04,Generated RomansChapter12_v9-16.cs
698,Romans,45,Chapter 12,5,17–21,Batch 47,✅ Complete,2026-03-04,Generated RomansChapter12_v17-21.cs
699,Romans,45,Chapter 13,8,1–8,Batch 48,✅ Complete,2026-03-04,Generated RomansChapter13_v1-8.cs
700,Romans,45,Chapter 13,6,9–14,Batch 49,✅ Complete,2026-03-04,Generated RomansChapter13_v9-14.cs
701,Romans,45,Chapter 14,8,1–8,Batch 50,✅ Complete,2026-03-04,Generated RomansChapter14_v1-8.cs
702,Romans,45,Chapter 14,8,9–16,Batch 51,✅ Complete,2026-03-04,Generated RomansChapter14_v9-16.cs
703,Romans,45,Chapter 14,7,17–23,Batch 52,✅ Complete,2026-03-04,Generated RomansChapter14_v17-23.cs
704,Romans,45,Chapter 15,8,1–8,Batch 53,✅ Complete,2026-03-04,Generated RomansChapter15_v1-8.cs
705,Romans,45,Chapter 15,8,9–16,Batch 54,✅ Complete,2026-03-04,Generated RomansChapter15_v9-16.cs
706,Romans,45,Chapter 15,8,17–24,Batch 55,✅ Complete,2026-03-04,Generated RomansChapter15_v17-24.cs
707,Romans,45,Chapter 15,8,25–32,Batch 56,✅ Complete,2026-03-04,Generated RomansChapter15_v25-32.cs
708,Romans,45,Chapter 15,1,33–33,Batch 57,✅ Complete,2026-03-04,Generated RomansChapter15_v33-33.cs
709,Romans,45,Chapter 16,8,1–8,Batch 58,✅ Complete,2026-03-04,Generated RomansChapter16_v1-8.cs
710,Romans,45,Chapter 16,8,9–16,Batch 59,✅ Complete,2026-03-05,Generated RomansChapter16_v9-16.cs
711,Romans,45,Chapter 16,8,17–24,Batch 60,✅ Complete,2026-03-04,Generated RomansChapter16_v17-24.cs
712,Romans,45,Chapter 16,3,25–27,Batch 61,✅ Complete,2026-03-04,Generated RomansChapter16_v25-27.cs
713,1 Corinthians,46,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-03-05,Generated 1CorinthiansChapter1_v1-8.cs
714,1 Corinthians,46,Chapter 1,8,9–16,Batch 2,✅ Complete,2026-03-05,Generated 1CorinthiansChapter1_v9-16.cs
715,1 Corinthians,46,Chapter 1,8,17–24,Batch 3,✅ Complete,2026-03-04,Generated 1CorinthiansChapter1_v17-24.cs
716,1 Corinthians,46,Chapter 1,7,25–31,Batch 4,✅ Complete,2026-03-04,Generated 1CorinthiansChapter1_v25-31.cs
717,1 Corinthians,46,Chapter 2,8,1–8,Batch 5,✅ Complete,2026-03-04,Generated 1CorinthiansChapter2_v1-8.cs
718,1 Corinthians,46,Chapter 2,8,9–16,Batch 6,✅ Complete,2026-03-04,Generated 1CorinthiansChapter2_v9-16.cs
719,1 Corinthians,46,Chapter 3,8,1–8,Batch 7,✅ Complete,2026-03-04,Generated 1CorinthiansChapter3_v1-8.cs
720,1 Corinthians,46,Chapter 3,8,9–16,Batch 8,✅ Complete,2026-03-04,Generated 1CorinthiansChapter3_v9-16.cs
721,1 Corinthians,46,Chapter 3,7,17–23,Batch 9,✅ Complete,2026-03-04,Generated 1CorinthiansChapter3_v17-23.cs
722,1 Corinthians,46,Chapter 4,8,1–8,Batch 10,✅ Complete,2026-03-04,Generated 1CorinthiansChapter4_v1-8.cs
723,1 Corinthians,46,Chapter 4,8,9–16,Batch 11,✅ Complete,2026-03-05,Generated 1CorinthiansChapter4_v9-16.cs
724,1 Corinthians,46,Chapter 4,5,17–21,Batch 12,✅ Complete,2026-03-05,Generated 1CorinthiansChapter4_v17-21.cs
725,1 Corinthians,46,Chapter 5,8,1–8,Batch 13,✅ Complete,2026-03-04,Generated 1CorinthiansChapter5_v1-8.cs
726,1 Corinthians,46,Chapter 5,5,9–13,Batch 14,✅ Complete,2026-03-05,Generated 1CorinthiansChapter5_v9-13.cs
727,1 Corinthians,46,Chapter 6,8,1–8,Batch 15,✅ Complete,2026-03-04,Generated 1CorinthiansChapter6_v1-8.cs
728,1 Corinthians,46,Chapter 6,8,9–16,Batch 16,✅ Complete,2026-03-04,Generated 1CorinthiansChapter6_v9-16.cs
729,1 Corinthians,46,Chapter 6,4,17–20,Batch 17,✅ Complete,2026-03-04,Generated 1CorinthiansChapter6_v17-20.cs
730,1 Corinthians,46,Chapter 7,8,1–8,Batch 18,✅ Complete,2026-03-04,Generated 1CorinthiansChapter7_v1-8.cs
731,1 Corinthians,46,Chapter 7,8,9–16,Batch 19,✅ Complete,2026-03-04,Generated 1CorinthiansChapter7_v9-16.cs
732,1 Corinthians,46,Chapter 7,8,17–24,Batch 20,✅ Complete,2026-03-04,Generated 1CorinthiansChapter7_v17-24.cs
733,1 Corinthians,46,Chapter 7,8,25–32,Batch 21,✅ Complete,2026-03-04,Generated 1CorinthiansChapter7_v25-32.cs
734,1 Corinthians,46,Chapter 7,8,33–40,Batch 22,✅ Complete,2026-03-04,Generated 1CorinthiansChapter7_v33-40.cs
735,1 Corinthians,46,Chapter 8,8,1–8,Batch 23,✅ Complete,2026-03-04,Generated 1CorinthiansChapter8_v1-8.cs
736,1 Corinthians,46,Chapter 8,8,9–16,Batch 24,✅ Complete,2026-03-04,Generated 1CorinthiansChapter8_v9-16.cs
737,1 Corinthians,46,Chapter 8,8,17–20,Batch 25,✅ Complete,2026-03-13,Generated 1CorinthiansChapter8_v17-20.cs
737,1 Corinthians,46,Chapter 8,8,21–24,Batch 26,✅ Complete,2026-03-12,Generated 1CorinthiansChapter8_v21-24.cs
738,1 Corinthians,46,Chapter 8,8,25–32,Batch 27,✅ Complete,2026-03-12,Generated 1CorinthiansChapter8_v25-32.cs
739,1 Corinthians,46,Chapter 8,2,33–34,Batch 28,✅ Complete,2026-03-04,Generated 1CorinthiansChapter8_v33-34.cs
740,1 Corinthians,46,Chapter 9,8,1–8,Batch 29,✅ Complete,2026-03-04,Generated 1CorinthiansChapter9_v1-8.cs
741,1 Corinthians,46,Chapter 9,8,9–16,Batch 30,✅ Complete,2026-03-04,Generated 1CorinthiansChapter9_v9-16.cs
742,1 Corinthians,46,Chapter 9,8,17–24,Batch 31,✅ Complete,2026-03-04,Generated 1CorinthiansChapter9_v17-24.cs
743,1 Corinthians,46,Chapter 9,4,25–28,Batch 32,✅ Complete,2026-03-04,Generated 1CorinthiansChapter9_v25-28.cs
744,1 Corinthians,46,Chapter 10,8,1–8,Batch 33,✅ Complete,2026-03-05,Generated 1CorinthiansChapter10_v1-8.cs
745,1 Corinthians,46,Chapter 10,8,9–16,Batch 34,✅ Complete,2026-03-05,Generated 1CorinthiansChapter10_v9-16.cs
746,1 Corinthians,46,Chapter 10,8,17–24,Batch 35,✅ Complete,2026-03-05,Generated 1CorinthiansChapter10_v17-24.cs
747,1 Corinthians,46,Chapter 10,3,25–27,Batch 36,✅ Complete,2026-03-05,Generated 1CorinthiansChapter10_v25-27.cs
748,1 Corinthians,46,Chapter 11,8,1–8,Batch 37,✅ Complete,2026-03-05,Generated 1CorinthiansChapter11_v1-8.cs
749,1 Corinthians,46,Chapter 11,8,9–16,Batch 38,✅ Complete,2026-03-05,Generated 1CorinthiansChapter11_v9-16.cs
750,1 Corinthians,46,Chapter 11,8,17–24,Batch 39,✅ Complete,2026-03-06,Generated 1CorinthiansChapter11_v17-24.cs
751,1 Corinthians,46,Chapter 11,8,25–32,Batch 40,✅ Complete,2026-03-05,Generated 1CorinthiansChapter11_v25-32.cs
752,1 Corinthians,46,Chapter 11,3,33–35,Batch 41,✅ Complete,2026-03-09,Generated 1CorinthiansChapter11_v33-35.cs
753,1 Corinthians,46,Chapter 12,8,1–8,Batch 42,✅ Complete,2026-03-05,Generated 1CorinthiansChapter12_v1-8.cs
754,1 Corinthians,46,Chapter 12,8,9–16,Batch 43,✅ Complete,2026-03-05,Generated 1CorinthiansChapter12_v9-16.cs
755,1 Corinthians,46,Chapter 12,8,17–24,Batch 44,✅ Complete,2026-03-05,Generated 1CorinthiansChapter12_v17-24.cs
756,1 Corinthians,46,Chapter 12,2,25–26,Batch 45,✅ Complete,2026-03-05,Generated 1CorinthiansChapter12_v25-26.cs
757,1 Corinthians,46,Chapter 13,8,1–8,Batch 46,✅ Complete,2026-03-05,Generated 1CorinthiansChapter13_v1-8.cs
758,1 Corinthians,46,Chapter 13,8,9–16,Batch 47,✅ Complete,2026-03-06,Generated 1CorinthiansChapter13_v9-16.cs
759,1 Corinthians,46,Chapter 13,8,17–20,Batch 48,✅ Complete,2026-03-13,Generated 1CorinthiansChapter13_v17-20.cs
759,1 Corinthians,46,Chapter 13,8,21–24,Batch 49,✅ Complete,2026-03-13,Generated 1CorinthiansChapter13_v21-24.cs
760,1 Corinthians,46,Chapter 13,1,25–25,Batch 50,✅ Complete,2026-03-11,Generated 1CorinthiansChapter13_v25-25.cs
761,1 Corinthians,46,Chapter 14,8,1–8,Batch 51,✅ Complete,2026-03-05,Generated 1CorinthiansChapter14_v1-8.cs
762,1 Corinthians,46,Chapter 14,8,9–16,Batch 52,✅ Complete,2026-03-05,Generated 1CorinthiansChapter14_v9-16.cs
763,1 Corinthians,46,Chapter 14,8,17–24,Batch 53,✅ Complete,2026-03-05,Generated 1CorinthiansChapter14_v17-24.cs
764,1 Corinthians,46,Chapter 15,8,1–8,Batch 54,✅ Complete,2026-03-05,Generated 1CorinthiansChapter15_v1-8.cs
765,1 Corinthians,46,Chapter 15,8,9–16,Batch 55,✅ Complete,2026-03-05,Generated 1CorinthiansChapter15_v9-16.cs
766,1 Corinthians,46,Chapter 15,8,17–24,Batch 56,✅ Complete,2026-03-05,Generated 1CorinthiansChapter15_v17-24.cs
767,1 Corinthians,46,Chapter 15,8,25–32,Batch 57,✅ Complete,2026-03-05,Generated 1CorinthiansChapter15_v25-32.cs
768,1 Corinthians,46,Chapter 15,3,33–35,Batch 58,✅ Complete,2026-03-05,Generated 1CorinthiansChapter15_v33-35.cs
769,1 Corinthians,46,Chapter 16,8,1–8,Batch 59,✅ Complete,2026-03-05,Generated 1CorinthiansChapter16_v1-8.cs
770,1 Corinthians,46,Chapter 16,8,9–16,Batch 60,✅ Complete,2026-03-05,Generated 1CorinthiansChapter16_v9-16.cs
771,1 Corinthians,46,Chapter 16,8,17–24,Batch 61,✅ Complete,2026-03-05,Generated 1CorinthiansChapter16_v17-24.cs
772,1 Corinthians,46,Chapter 16,6,25–30,Batch 62,✅ Complete,2026-03-05,Generated 1CorinthiansChapter16_v25-30.cs
786,2 Corinthians,47,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-03-06,Generated 2CorinthiansChapter1_v1-8.cs
787,2 Corinthians,47,Chapter 1,8,9–16,Batch 2,✅ Complete,2026-03-06,Generated 2CorinthiansChapter1_v9-16.cs
788,2 Corinthians,47,Chapter 1,8,17–24,Batch 3,✅ Complete,2026-03-06,Generated 2CorinthiansChapter1_v17-24.cs
789,2 Corinthians,47,Chapter 2,8,1–8,Batch 4,✅ Complete,2026-03-06,Generated 2CorinthiansChapter2_v1-8.cs
790,2 Corinthians,47,Chapter 2,8,9–16,Batch 5,✅ Complete,2026-03-06,Generated 2CorinthiansChapter2_v9-16.cs
791,2 Corinthians,47,Chapter 2,1,17–17,Batch 6,✅ Complete,2026-03-06,Generated 2CorinthiansChapter2_v17-17.cs
792,2 Corinthians,47,Chapter 3,8,1–8,Batch 7,✅ Complete,2026-03-06,Generated 2CorinthiansChapter3_v1-8.cs
793,2 Corinthians,47,Chapter 3,8,9–16,Batch 8,✅ Complete,2026-03-10,Generated 2CorinthiansChapter3_v9-16.cs
794,2 Corinthians,47,Chapter 3,2,17–18,Batch 9,✅ Complete,2026-03-06,Generated 2CorinthiansChapter3_v17-18.cs
795,2 Corinthians,47,Chapter 4,8,1–8,Batch 10,✅ Complete,2026-03-06,Generated 2CorinthiansChapter4_v1-8.cs
796,2 Corinthians,47,Chapter 4,8,9–16,Batch 11,✅ Complete,2026-03-06,Generated 2CorinthiansChapter4_v9-16.cs
797,2 Corinthians,47,Chapter 4,2,17–18,Batch 12,✅ Complete,2026-03-06,Generated 2CorinthiansChapter4_v17-18.cs
798,2 Corinthians,47,Chapter 5,8,1–8,Batch 13,✅ Complete,2026-03-06,Generated 2CorinthiansChapter5_v1-8.cs
799,2 Corinthians,47,Chapter 5,8,9–16,Batch 14,✅ Complete,2026-03-06,Generated 2CorinthiansChapter5_v9-16.cs
800,2 Corinthians,47,Chapter 5,5,17–21,Batch 15,✅ Complete,2026-03-06,Generated 2CorinthiansChapter5_v17-21.cs
801,2 Corinthians,47,Chapter 6,8,1–8,Batch 16,✅ Complete,2026-03-06,Generated 2CorinthiansChapter6_v1-8.cs
802,2 Corinthians,47,Chapter 6,8,9–16,Batch 17,✅ Complete,2026-03-06,Generated 2CorinthiansChapter6_v9-16.cs
803,2 Corinthians,47,Chapter 6,2,17–18,Batch 18,✅ Complete,2026-03-06,Generated 2CorinthiansChapter6_v17-18.cs
804,2 Corinthians,47,Chapter 7,8,1–8,Batch 19,✅ Complete,2026-03-06,Generated 2CorinthiansChapter7_v1-8.cs
805,2 Corinthians,47,Chapter 7,8,9–16,Batch 20,✅ Complete,2026-03-06,Generated 2CorinthiansChapter7_v9-16.cs
806,2 Corinthians,47,Chapter 8,8,1–8,Batch 21,✅ Complete,2026-03-06,Generated 2CorinthiansChapter8_v1-8.cs
807,2 Corinthians,47,Chapter 8,8,9–16,Batch 22,✅ Complete,2026-03-06,Generated 2CorinthiansChapter8_v9-16.cs
808,2 Corinthians,47,Chapter 8,8,17–24,Batch 23,✅ Complete,2026-03-06,Generated 2CorinthiansChapter8_v17-24.cs
809,2 Corinthians,47,Chapter 9,8,1–8,Batch 24,✅ Complete,2026-03-06,Generated 2CorinthiansChapter9_v1-8.cs
810,2 Corinthians,47,Chapter 9,7,9–15,Batch 25,✅ Complete,2026-03-06,Generated 2CorinthiansChapter9_v9-15.cs
811,2 Corinthians,47,Chapter 10,8,1–8,Batch 26,✅ Complete,2026-03-06,Generated 2CorinthiansChapter10_v1-8.cs
812,2 Corinthians,47,Chapter 10,8,9–16,Batch 27,✅ Complete,2026-03-06,Generated 2CorinthiansChapter10_v9-16.cs
813,2 Corinthians,47,Chapter 10,2,17–18,Batch 28,✅ Complete,2026-03-06,Generated 2CorinthiansChapter10_v17-18.cs
814,2 Corinthians,47,Chapter 11,8,1–8,Batch 29,✅ Complete,2026-03-06,Generated 2CorinthiansChapter11_v1-8.cs
815,2 Corinthians,47,Chapter 11,8,9–16,Batch 30,✅ Complete,2026-03-06,Generated 2CorinthiansChapter11_v9-16.cs
816,2 Corinthians,47,Chapter 11,8,17–24,Batch 31,✅ Complete,2026-03-06,Generated 2CorinthiansChapter11_v17-24.cs
817,2 Corinthians,47,Chapter 11,8,25–32,Batch 32,✅ Complete,2026-03-06,Generated 2CorinthiansChapter11_v25-32.cs
818,2 Corinthians,47,Chapter 11,1,33–33,Batch 33,✅ Complete,2026-03-06,Generated 2CorinthiansChapter11_v33-33.cs
819,2 Corinthians,47,Chapter 12,8,1–8,Batch 34,✅ Complete,2026-03-06,Generated 2CorinthiansChapter12_v1-8.cs
820,2 Corinthians,47,Chapter 12,8,9–16,Batch 35,✅ Complete,2026-03-10,Generated 2CorinthiansChapter12_v9-16.cs
821,2 Corinthians,47,Chapter 12,5,17–21,Batch 36,✅ Complete,2026-03-10,Generated 2CorinthiansChapter12_v17-21.cs
822,2 Corinthians,47,Chapter 13,8,1–8,Batch 37,✅ Complete,2026-03-06,Generated 2CorinthiansChapter13_v1-8.cs
823,2 Corinthians,47,Chapter 13,6,9–14,Batch 38,✅ Complete,2026-03-06,Generated 2CorinthiansChapter13_v9-14.cs
824,Galatians,48,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-03-10,Generated GalatiansChapter1_v1-8.cs
825,Galatians,48,Chapter 1,8,9–16,Batch 2,✅ Complete,2026-03-06,Generated GalatiansChapter1_v9-16.cs
826,Galatians,48,Chapter 1,8,17–24,Batch 3,✅ Complete,2026-03-06,Generated GalatiansChapter1_v17-24.cs
827,Galatians,48,Chapter 2,8,1–8,Batch 4,✅ Complete,2026-03-06,Generated GalatiansChapter2_v1-8.cs
828,Galatians,48,Chapter 2,8,9–16,Batch 5,✅ Complete,2026-03-12,Generated GalatiansChapter2_v9-16.cs
829,Galatians,48,Chapter 2,5,17–21,Batch 6,✅ Complete,2026-03-06,Generated GalatiansChapter2_v17-21.cs
830,Galatians,48,Chapter 3,8,1–8,Batch 7,✅ Complete,2026-03-06,Generated GalatiansChapter3_v1-8.cs
831,Galatians,48,Chapter 3,8,9–16,Batch 8,✅ Complete,2026-03-06,Generated GalatiansChapter3_v9-16.cs
832,Galatians,48,Chapter 3,8,17–24,Batch 9,✅ Complete,2026-03-10,Generated GalatiansChapter3_v17-24.cs
833,Galatians,48,Chapter 3,5,25–29,Batch 10,✅ Complete,2026-03-10,Generated GalatiansChapter3_v25-29.cs
834,Galatians,48,Chapter 4,8,1–8,Batch 11,✅ Complete,2026-03-06,Generated GalatiansChapter4_v1-8.cs
835,Galatians,48,Chapter 4,8,9–16,Batch 12,✅ Complete,2026-03-06,Generated GalatiansChapter4_v9-16.cs
836,Galatians,48,Chapter 4,8,17–24,Batch 13,✅ Complete,2026-03-10,Generated GalatiansChapter4_v17-24.cs
837,Galatians,48,Chapter 4,7,25–31,Batch 14,✅ Complete,2026-03-06,Generated GalatiansChapter4_v25-31.cs
838,Galatians,48,Chapter 5,8,1–8,Batch 15,✅ Complete,2026-03-10,Generated GalatiansChapter5_v1-8.cs
839,Galatians,48,Chapter 5,8,9–12,Batch 16,✅ Complete,2026-03-12,Generated GalatiansChapter5_v9-12.cs
839,Galatians,48,Chapter 5,8,13–16,Batch 17,✅ Complete,2026-03-13,Generated GalatiansChapter5_v13-16.cs
840,Galatians,48,Chapter 5,8,17–24,Batch 18,✅ Complete,2026-03-06,Generated GalatiansChapter5_v17-24.cs
841,Galatians,48,Chapter 5,2,25–26,Batch 19,✅ Complete,2026-03-06,Generated GalatiansChapter5_v25-26.cs
842,Galatians,48,Chapter 6,8,1–8,Batch 20,✅ Complete,2026-03-06,Generated GalatiansChapter6_v1-8.cs
843,Galatians,48,Chapter 6,8,9–16,Batch 21,✅ Complete,2026-03-11,Generated GalatiansChapter6_v9-16.cs
844,Galatians,48,Chapter 6,2,17–18,Batch 22,✅ Complete,2026-03-11,Generated GalatiansChapter6_v17-18.cs
845,Ephesians,49,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-03-10,Generated EphesiansChapter1_v1-8.cs
846,Ephesians,49,Chapter 1,8,9–16,Batch 2,✅ Complete,2026-03-10,Generated EphesiansChapter1_v9-16.cs
847,Ephesians,49,Chapter 1,7,17–23,Batch 3,✅ Complete,2026-03-06,Generated EphesiansChapter1_v17-23.cs
848,Ephesians,49,Chapter 2,8,1–8,Batch 4,✅ Complete,2026-03-11,Generated EphesiansChapter2_v1-8.cs
849,Ephesians,49,Chapter 2,8,9–16,Batch 5,✅ Complete,2026-03-06,Generated EphesiansChapter2_v9-16.cs
850,Ephesians,49,Chapter 2,6,17–22,Batch 6,✅ Complete,2026-03-06,Generated EphesiansChapter2_v17-22.cs
851,Ephesians,49,Chapter 3,8,1–8,Batch 7,✅ Complete,2026-03-06,Generated EphesiansChapter3_v1-8.cs
852,Ephesians,49,Chapter 3,8,9–16,Batch 8,✅ Complete,2026-03-06,Generated EphesiansChapter3_v9-16.cs
853,Ephesians,49,Chapter 3,5,17–21,Batch 9,✅ Complete,2026-03-06,Generated EphesiansChapter3_v17-21.cs
854,Ephesians,49,Chapter 4,8,1–8,Batch 10,✅ Complete,2026-03-11,Generated EphesiansChapter4_v1-8.cs
855,Ephesians,49,Chapter 4,8,9–16,Batch 11,✅ Complete,2026-03-06,Generated EphesiansChapter4_v9-16.cs
856,Ephesians,49,Chapter 4,8,17–24,Batch 12,✅ Complete,2026-03-06,Generated EphesiansChapter4_v17-24.cs
857,Ephesians,49,Chapter 4,8,25–32,Batch 13,✅ Complete,2026-03-06,Generated EphesiansChapter4_v25-32.cs
858,Ephesians,49,Chapter 5,8,1–8,Batch 14,✅ Complete,2026-03-06,Generated EphesiansChapter5_v1-8.cs
859,Ephesians,49,Chapter 5,8,9–16,Batch 15,✅ Complete,2026-03-06,Generated EphesiansChapter5_v9-16.cs
860,Ephesians,49,Chapter 5,8,17–24,Batch 16,✅ Complete,2026-03-06,Generated EphesiansChapter5_v17-24.cs
861,Ephesians,49,Chapter 5,8,25–32,Batch 17,✅ Complete,2026-03-06,Generated EphesiansChapter5_v25-32.cs
862,Ephesians,49,Chapter 5,1,33–33,Batch 18,✅ Complete,2026-03-06,Generated EphesiansChapter5_v33-33.cs
863,Ephesians,49,Chapter 6,8,1–8,Batch 19,✅ Complete,2026-03-06,Generated EphesiansChapter6_v1-8.cs
864,Ephesians,49,Chapter 6,8,9–16,Batch 20,✅ Complete,2026-03-06,Generated EphesiansChapter6_v9-16.cs
865,Ephesians,49,Chapter 6,8,17–24,Batch 21,✅ Complete,2026-03-06,Generated EphesiansChapter6_v17-24.cs
866,Philippians,50,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-03-06,Generated PhilippiansChapter1_v1-8.cs
867,Philippians,50,Chapter 1,8,9–16,Batch 2,✅ Complete,2026-03-06,Generated PhilippiansChapter1_v9-16.cs
868,Philippians,50,Chapter 1,8,17–24,Batch 3,✅ Complete,2026-03-12,Generated PhilippiansChapter1_v17-24.cs
869,Philippians,50,Chapter 1,6,25–30,Batch 4,✅ Complete,2026-03-06,Generated PhilippiansChapter1_v25-30.cs
870,Philippians,50,Chapter 2,8,1–8,Batch 5,✅ Complete,2026-03-06,Generated PhilippiansChapter2_v1-8.cs
871,Philippians,50,Chapter 2,8,9–16,Batch 6,✅ Complete,2026-03-06,Generated PhilippiansChapter2_v9-16.cs
872,Philippians,50,Chapter 2,8,17–24,Batch 7,✅ Complete,2026-03-06,Generated PhilippiansChapter2_v17-24.cs
873,Philippians,50,Chapter 2,6,25–30,Batch 8,✅ Complete,2026-03-06,Generated PhilippiansChapter2_v25-30.cs
874,Philippians,50,Chapter 3,8,1–8,Batch 9,✅ Complete,2026-03-11,Generated PhilippiansChapter3_v1-8.cs
875,Philippians,50,Chapter 3,8,9–16,Batch 10,✅ Complete,2026-03-06,Generated PhilippiansChapter3_v9-16.cs
876,Philippians,50,Chapter 3,5,17–21,Batch 11,✅ Complete,2026-03-06,Generated PhilippiansChapter3_v17-21.cs
877,Philippians,50,Chapter 4,8,1–8,Batch 12,✅ Complete,2026-03-06,Generated PhilippiansChapter4_v1-8.cs
878,Philippians,50,Chapter 4,8,9–16,Batch 13,✅ Complete,2026-03-06,Generated PhilippiansChapter4_v9-16.cs
879,Philippians,50,Chapter 4,7,17–23,Batch 14,✅ Complete,2026-03-11,Generated PhilippiansChapter4_v17-23.cs
880,Colossians,51,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-03-06,Generated ColossiansChapter1_v1-8.cs
881,Colossians,51,Chapter 1,8,9–16,Batch 2,✅ Complete,2026-03-06,Generated ColossiansChapter1_v9-16.cs
882,Colossians,51,Chapter 1,8,17–24,Batch 3,✅ Complete,2026-03-06,Generated ColossiansChapter1_v17-24.cs
883,Colossians,51,Chapter 1,5,25–29,Batch 4,✅ Complete,2026-03-06,Generated ColossiansChapter1_v25-29.cs
884,Colossians,51,Chapter 2,8,1–8,Batch 5,✅ Complete,2026-03-06,Generated ColossiansChapter2_v1-8.cs
885,Colossians,51,Chapter 2,8,9–16,Batch 6,✅ Complete,2026-03-06,Generated ColossiansChapter2_v9-16.cs
886,Colossians,51,Chapter 2,7,17–23,Batch 7,✅ Complete,2026-03-06,Generated ColossiansChapter2_v17-23.cs
887,Colossians,51,Chapter 3,8,1–8,Batch 8,✅ Complete,2026-03-06,Generated ColossiansChapter3_v1-8.cs
888,Colossians,51,Chapter 3,8,9–16,Batch 9,✅ Complete,2026-03-06,Generated ColossiansChapter3_v9-16.cs
889,Colossians,51,Chapter 3,8,17–24,Batch 10,✅ Complete,2026-03-06,Generated ColossiansChapter3_v17-24.cs
890,Colossians,51,Chapter 3,1,25–25,Batch 11,✅ Complete,2026-03-06,Generated ColossiansChapter3_v25-25.cs
891,Colossians,51,Chapter 4,8,1–8,Batch 12,✅ Complete,2026-03-06,Generated ColossiansChapter4_v1-8.cs
892,Colossians,51,Chapter 4,8,9–16,Batch 13,✅ Complete,2026-03-06,Generated ColossiansChapter4_v9-16.cs
893,Colossians,51,Chapter 4,2,17–18,Batch 14,✅ Complete,2026-03-06,Generated ColossiansChapter4_v17-18.cs
894,1 Thessalonians,52,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-03-06,Generated 1ThessaloniansChapter1_v1-8.cs
895,1 Thessalonians,52,Chapter 1,2,9–10,Batch 2,✅ Complete,2026-03-10,Generated 1ThessaloniansChapter1_v9-10.cs
896,1 Thessalonians,52,Chapter 2,8,1–8,Batch 3,✅ Complete,2026-03-06,Generated 1ThessaloniansChapter2_v1-8.cs
897,1 Thessalonians,52,Chapter 2,8,9–16,Batch 4,✅ Complete,2026-03-11,Generated 1ThessaloniansChapter2_v9-16.cs
898,1 Thessalonians,52,Chapter 2,4,17–20,Batch 5,✅ Complete,2026-03-06,Generated 1ThessaloniansChapter2_v17-20.cs
899,1 Thessalonians,52,Chapter 3,8,1–8,Batch 6,✅ Complete,2026-03-06,Generated 1ThessaloniansChapter3_v1-8.cs
900,1 Thessalonians,52,Chapter 3,5,9–13,Batch 7,✅ Complete,2026-03-06,Generated 1ThessaloniansChapter3_v9-13.cs
901,1 Thessalonians,52,Chapter 4,8,1–8,Batch 8,✅ Complete,2026-03-06,Generated 1ThessaloniansChapter4_v1-8.cs
902,1 Thessalonians,52,Chapter 4,8,9–16,Batch 9,✅ Complete,2026-03-06,Generated 1ThessaloniansChapter4_v9-16.cs
903,1 Thessalonians,52,Chapter 4,2,17–18,Batch 10,✅ Complete,2026-03-06,Generated 1ThessaloniansChapter4_v17-18.cs
904,1 Thessalonians,52,Chapter 5,8,1–8,Batch 11,✅ Complete,2026-03-11,Generated 1ThessaloniansChapter5_v1-8.cs
905,1 Thessalonians,52,Chapter 5,8,9–16,Batch 12,✅ Complete,2026-03-11,Generated 1ThessaloniansChapter5_v9-16.cs
906,1 Thessalonians,52,Chapter 5,8,17–24,Batch 13,✅ Complete,2026-03-11,Generated 1ThessaloniansChapter5_v17-24.cs
907,1 Thessalonians,52,Chapter 5,4,25–28,Batch 14,✅ Complete,2026-03-06,Generated 1ThessaloniansChapter5_v25-28.cs
908,2 Thessalonians,53,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-03-11,Generated 2ThessaloniansChapter1_v1-8.cs
909,2 Thessalonians,53,Chapter 1,4,9–12,Batch 2,✅ Complete,2026-03-11,Generated 2ThessaloniansChapter1_v9-12.cs
910,2 Thessalonians,53,Chapter 2,8,1–8,Batch 3,✅ Complete,2026-03-11,Generated 2ThessaloniansChapter2_v1-8.cs
